Date_Time_UTC,0.00001,0.0001,0.001,0.01,0.1,1,10,100,1000,10000,100000,1000000,0.00001_BTC_total,0.0001_BTC_total,0.001_BTC_total,0.01_BTC_total,0.1_BTC_total,1_BTC_total,10_BTC_total,100_BTC_total,1000_BTC_total,10000_BTC_total,100000_BTC_total,1000000_BTC_total,USD_0.00001_BTC,USD_0.0001_BTC,USD_0.001_BTC,USD_0.01_BTC,USD_0.1_BTC,USD_1_BTC,USD_10_BTC,USD_100_BTC,USD_1000_BTC,USD_10000_BTC,USD_100000_BTC,USD_1000000_BTC
2022-05-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,256393,,,826432,1771280,4248292,3903429,5120362,2151624,772495,,,,,,,,,,,,
2022-05-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,256238,,,826779,1772110,4247211,3900050,5123954,2152374,772495,,,,,,,,,,,,
2022-05-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,256427,,,827187,1772798,4243338,3900533,5115244,2271502,665082,,,,,,,,,,,,
2022-06-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,256703,,,827658,1773260,4241868,3904158,5098882,2285395,665082,,,,,,,,,,,,
2022-06-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,256766,,,827798,1774585,4243619,3898015,5126462,2261411,665082,,,,,,,,,,,,
2022-06-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,256800,,,828070,1775203,4241267,3898058,5121637,2268551,665082,,,,,,,,,,,,
2022-06-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,256846,,,828465,1775998,4244045,3891553,5148511,2245001,665082,,,,,,,,,,,,
2022-06-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,256911,,,828755,1775930,4244092,3891931,5118106,2275643,665082,,,,,,,,,,,,
2022-06-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,256821,,,828747,1776291,4243312,3890419,5134982,2261696,665082,,,,,,,,,,,,
2022-06-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,256807,,,829432,1777907,4243205,3888148,5134066,2263759,665082,,,,,,,,,,,,
2022-06-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,256869,,,829735,1778043,4245073,3886558,5134205,2263628,665382,,,,,,,,,,,,
2022-06-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,257212,,,830456,1779580,4243363,3890284,5128034,2266090,665382,,,,,,,,,,,,
2022-06-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,257406,,,830993,1780382,4245029,3895362,5112801,2274514,664882,,,,,,,,,,,,
2022-06-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,257321,,,831762,1781428,4246285,3893980,5117024,2269604,664882,,,,,,,,,,,,
2022-06-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,257537,,,832502,1783551,4245897,3889419,5126815,2262489,664882,,,,,,,,,,,,
2022-06-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,258147,,,834239,1788659,4252780,3877293,5147149,2240776,664882,,,,,,,,,,,,
2022-06-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,258195,,,836826,1792559,4255456,3865285,5112556,2269904,674057,,,,,,,,,,,,
2022-06-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,258276,,,837685,1795246,4250554,3849351,5115753,2182329,776624,,,,,,,,,,,,
2022-06-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,258719,,,838404,1798988,4252970,3843585,5128449,2135805,809687,,,,,,,,,,,,
2022-06-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,259340,,,840766,1803606,4258300,3850358,5089959,2154943,810008,,,,,,,,,,,,
2022-06-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,259450,,,843021,1807359,4265223,3851750,5097929,2166915,776596,,,,,,,,,,,,
2022-06-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,259779,,,844596,1809614,4262946,3854023,5093549,2167991,776596,,,,,,,,,,,,
2022-06-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,260164,,,845570,1811247,4263648,3854463,5103449,2154782,776596,,,,,,,,,,,,
2022-06-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,260450,,,847547,1814744,4265476,3861957,5093086,2150999,776596,,,,,,,,,,,,
2022-06-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,260879,,,849019,1816521,4265712,3857980,5096811,2148138,776596,,,,,,,,,,,,
2022-06-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,261045,,,850893,1819668,4269254,3858689,5074011,2161613,777416,,,,,,,,,,,,
2022-06-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,261545,,,853006,1822868,4270165,3861512,5057696,2169185,777416,,,,,,,,,,,,
2022-06-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,261809,,,853951,1823830,4272261,3862427,5043889,2178750,777452,,,,,,,,,,,,
2022-06-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,262368,,,855125,1825748,4273311,3860326,5043030,2177865,777452,,,,,,,,,,,,
2022-06-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,262463,,,856284,1827093,4272821,3861500,5052839,2165559,777452,,,,,,,,,,,,
2022-06-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,262495,,,857753,1830100,4271969,3861690,5057269,2157937,777812,,,,,,,,,,,,
2022-06-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,262513,,,857918,1827251,4270127,3870988,5055541,2154978,778627,,,,,,,,,,,,
2022-06-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,263044,,,860498,1828829,4270452,3870194,5061544,2145767,778627,,,,,,,,,,,,
2022-07-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,263784,,,862279,1830870,4276919,3866678,5062716,2137375,779228,,,,,,,,,,,,
2022-07-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,264097,,,864370,1835850,4278940,3868821,5073730,2115472,779414,,,,,,,,,,,,
2022-07-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,264337,,,865607,1837945,4278592,3859485,5081975,2114265,779414,,,,,,,,,,,,
2022-07-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,264562,,,867071,1840296,4283334,3860543,5074642,2112707,779414,,,,,,,,,,,,
2022-07-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,264824,,,868480,1842810,4288315,3866454,5063965,2109082,779414,,,,,,,,,,,,
2022-07-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,265320,,,870263,1844921,4291709,3868102,5063611,2100620,779548,,,,,,,,,,,,
2022-07-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,265065,,,870715,1845937,4291458,3865109,5067686,2099563,779548,,,,,,,,,,,,
2022-07-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,265421,,,871449,1847038,4292620,3849129,5060530,2120290,779548,,,,,,,,,,,,
2022-07-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,265690,,,872099,1849397,4292345,3852527,5052700,2122520,779548,,,,,,,,,,,,
2022-07-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,265905,,,872669,1850217,4295710,3849957,5053160,2120658,779548,,,,,,,,,,,,
2022-07-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,266206,,,873570,1851608,4300031,3854418,5060841,2102386,779548,,,,,,,,,,,,
2022-07-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,266078,,,874266,1852949,4302039,3859231,5017688,2137719,779548,,,,,,,,,,,,
2022-07-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,266969,,,875752,1855381,4304186,3860650,5018389,2128829,780069,,,,,,,,,,,,
2022-07-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,266858,,,876089,1853293,4299972,3870235,5027120,2117308,780107,,,,,,,,,,,,
2022-07-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,266666,,,876456,1854864,4298739,3860578,5022302,2132162,780107,,,,,,,,,,,,
2022-07-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,266931,,,876951,1856535,4298180,3868036,5010096,2135924,780107,,,,,,,,,,,,
2022-07-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,266960,,,877732,1856869,4300968,3866164,4993555,2151225,780107,,,,,,,,,,,,
2022-07-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,267256,,,878816,1858240,4300937,3872321,4989111,2148111,779607,,,,,,,,,,,,
2022-07-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,267129,,,879571,1858685,4306232,3873317,4976177,2286920,647224,,,,,,,,,,,,
2022-07-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,267281,,,880320,1859932,4301266,3871491,4989927,2278564,647224,,,,,,,,,,,,
2022-07-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,267094,,,880173,1859869,4298506,3876004,4957829,2177298,780102,,,,,,,,,,,,
2022-07-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,267490,,,881123,1860229,4299649,3872373,4942617,2194136,780102,,,,,,,,,,,,
2022-07-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,267636,,,881449,1862057,4299023,3870359,4943044,2194963,780102,,,,,,,,,,,,
2022-07-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,267869,,,881821,1861931,4298156,3867252,4947331,2195156,780102,,,,,,,,,,,,
2022-07-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,267841,,,882297,1863551,4302228,3866992,4952109,2185429,780102,,,,,,,,,,,,
2022-07-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,267935,,,882917,1864676,4302656,3863396,4932109,2208242,779607,,,,,,,,,,,,
2022-07-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,268229,,,883677,1865425,4301637,3869680,4922051,2212312,779607,,,,,,,,,,,,
2022-07-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,268102,,,883354,1866058,4301840,3864395,4925930,2214163,779607,,,,,,,,,,,,
2022-07-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,268259,,,883502,1866553,4299628,3863924,4940056,2203300,779107,,,,,,,,,,,,
2022-07-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,268435,,,883546,1866157,4297750,3870281,4929722,2210196,779107,,,,,,,,,,,,
2022-07-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,268555,,,884022,1867149,4301966,3870769,4925752,2208799,779107,,,,,,,,,,,,
2022-08-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,268726,,,884495,1867829,4300214,3872050,4930530,2203997,779107,,,,,,,,,,,,
2022-08-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,268779,,,885082,1868585,4298505,3872685,4918522,2216722,779107,,,,,,,,,,,,
2022-08-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,268641,,,885265,1868758,4297593,3870618,4925447,2213452,779107,,,,,,,,,,,,
2022-08-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,269293,,,886105,1870056,4297703,3865863,4945624,2195924,779107,,,,,,,,,,,,
2022-08-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,269496,,,886417,1869807,4298005,3871779,4957355,2178670,779107,,,,,,,,,,,,
2022-08-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,269294,,,886493,1870211,4299184,3869476,4958649,2179204,779107,,,,,,,,,,,,
2022-08-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,269493,,,886775,1870626,4301435,3873444,4953296,2178406,779107,,,,,,,,,,,,
2022-08-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,269395,,,886797,1870679,4302892,3872815,4953176,2178683,779107,,,,,,,,,,,,
2022-08-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,269783,,,887416,1872471,4304071,3863142,4946828,2191595,779107,,,,,,,,,,,,
2022-08-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,269478,,,887652,1872786,4308102,3867050,4946545,2184668,779107,,,,,,,,,,,,
2022-08-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,269831,,,888214,1873353,4308965,3868025,4944266,2184450,779107,,,,,,,,,,,,
2022-08-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,269957,,,888118,1874235,4308239,3873979,4946621,2176886,779107,,,,,,,,,,,,
2022-08-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,270016,,,888459,1874600,4309937,3868722,4949169,2178067,779107,,,,,,,,,,,,
2022-08-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,270002,,,888868,1875427,4309144,3869085,4952733,2174504,779107,,,,,,,,,,,,
2022-08-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,269988,,,889118,1875567,4310551,3876326,4951672,2167479,779107,,,,,,,,,,,,
2022-08-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,269967,,,889777,1877361,4310835,3875593,4936368,2181081,779749,,,,,,,,,,,,
2022-08-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,269296,,,889450,1876881,4312198,3869667,4939579,2184710,779749,,,,,,,,,,,,
2022-08-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,269177,,,889537,1876806,4312947,3873750,4942311,2178019,779867,,,,,,,,,,,,
2022-08-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,269540,,,890202,1878417,4314993,3874779,4932662,2182688,780193,,,,,,,,,,,,
2022-08-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,269919,,,890866,1878410,4316272,3877142,4928246,2182884,780741,,,,,,,,,,,,
2022-08-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,269964,,,891028,1878755,4316452,3875291,4929993,2183112,780741,,,,,,,,,,,,
2022-08-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,270155,,,891791,1879703,4319215,3869199,4940319,2174435,781455,,,,,,,,,,,,
2022-08-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,269787,,,892464,1880046,4320745,3874839,4931753,2176191,781455,,,,,,,,,,,,
2022-08-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,269609,,,892953,1880126,4322641,3870180,4950380,2160789,781620,,,,,,,,,,,,
2022-08-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,269661,,,893377,1881149,4318997,3874112,4964687,2145607,781620,,,,,,,,,,,,
2022-08-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,269525,,,893774,1881695,4320080,3870531,4974408,2138446,781879,,,,,,,,,,,,
2022-08-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,269554,,,894207,1881760,4320714,3874025,4966722,2142389,781879,,,,,,,,,,,,
2022-08-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,269561,,,894584,1882687,4319535,3874876,4967859,2141267,781879,,,,,,,,,,,,
2022-08-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,269338,,,895206,1883215,4321431,3873841,4972096,2136205,781879,,,,,,,,,,,,
2022-08-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,269224,,,896238,1884032,4322453,3872869,4955920,2150444,783032,,,,,,,,,,,,
2022-08-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,269360,,,896361,1883967,4322698,3871755,4951853,2156052,783129,,,,,,,,,,,,
2022-09-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,269597,,,896908,1885046,4324304,3873554,4943338,2160162,783129,,,,,,,,,,,,
2022-09-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,270014,,,897133,1884425,4324084,3872156,4930679,2175230,783129,,,,,,,,,,,,
2022-09-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,270113,,,897533,1885409,4323055,3871481,4930812,2176179,783129,,,,,,,,,,,,
2022-09-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,270187,,,897900,1885861,4325135,3868027,4934104,2174450,783129,,,,,,,,,,,,
2022-09-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,270055,,,898178,1885932,4325360,3866724,4941826,2168480,783129,,,,,,,,,,,,
2022-09-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,270257,,,899153,1887373,4325451,3872481,4939706,2162613,783607,,,,,,,,,,,,
2022-09-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,270002,,,899690,1888409,4327926,3879459,4928502,2163039,784530,,,,,,,,,,,,
2022-09-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,270173,,,900058,1888756,4328572,3873719,4927594,2168859,784626,,,,,,,,,,,,
2022-09-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,270413,,,899831,1888091,4327421,3886128,4902788,2183807,784789,,,,,,,,,,,,
2022-09-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,270467,,,899644,1888841,4329165,3882041,4904681,2184629,784789,,,,,,,,,,,,
2022-09-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,270475,,,899485,1888542,4330636,3883360,4904494,2183599,784789,,,,,,,,,,,,
2022-09-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,270324,,,899529,1888817,4329776,3881298,4905388,2186447,784789,,,,,,,,,,,,
2022-09-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,270531,,,899865,1888786,4326887,3889858,4920171,2167382,783789,,,,,,,,,,,,
2022-09-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,270574,,,900462,1889703,4328640,3873726,4926074,2175050,783789,,,,,,,,,,,,
2022-09-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,270864,,,900944,1889459,4331166,3878784,4914240,2179685,783789,,,,,,,,,,,,
2022-09-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,271479,,,901412,1890312,4330342,3879486,4911342,2180363,784989,,,,,,,,,,,,
2022-09-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,271581,,,901700,1890944,4329104,3884338,4903656,2184436,784989,,,,,,,,,,,,
2022-09-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,271702,,,901851,1890912,4329465,3882366,4903040,2187397,784989,,,,,,,,,,,,
2022-09-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,271758,,,902420,1892744,4332386,3878926,4894152,2194291,785915,,,,,,,,,,,,
2022-09-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,271583,,,902332,1893800,4332141,3882144,4915414,2169953,786156,,,,,,,,,,,,
2022-09-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,271442,,,902709,1893496,4331138,3881824,4911014,2176633,786156,,,,,,,,,,,,
2022-09-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,271351,,,903334,1893962,4336097,3901859,4880793,2181697,786156,,,,,,,,,,,,
2022-09-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,271576,,,903502,1894916,4336789,3887456,4871665,2203614,786507,,,,,,,,,,,,
2022-09-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,271745,,,903703,1894985,4336906,3887337,4869874,2205867,786507,,,,,,,,,,,,
2022-09-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,272015,,,903953,1895595,4335841,3883349,4875674,2204901,786507,,,,,,,,,,,,
2022-09-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,272005,,,904406,1894165,4338253,3882055,4864911,2216472,786507,,,,,,,,,,,,
2022-09-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,272073,,,904661,1894751,4335433,3886966,4863127,2216051,786507,,,,,,,,,,,,
2022-09-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,271875,,,904809,1894491,4335797,3867445,4871977,2227636,786507,,,,,,,,,,,,
2022-09-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,271946,,,905226,1894785,4334944,3865376,4883586,2177019,828555,,,,,,,,,,,,
2022-09-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,272184,,,905668,1895385,4332647,3868039,4883853,2176132,828555,,,,,,,,,,,,
2022-10-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,272229,,,905624,1896328,4331052,3872879,4897976,2158950,828555,,,,,,,,,,,,
2022-10-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,271816,,,906124,1896605,4329830,3875484,4904311,2151875,828555,,,,,,,,,,,,
2022-10-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,271743,,,906324,1895864,4332798,3883517,4891378,2155395,828555,,,,,,,,,,,,
2022-10-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,271559,,,906546,1896396,4332207,3887025,4897888,2146422,828555,,,,,,,,,,,,
2022-10-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,271488,,,906516,1896552,4335050,3883836,4899981,2145739,828555,,,,,,,,,,,,
2022-10-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,271690,,,906630,1896591,4331661,3874279,4908739,2151522,827555,,,,,,,,,,,,
2022-10-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,271847,,,907177,1897483,4334453,3870636,4913547,2147000,827555,,,,,,,,,,,,
2022-10-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,272199,,,907677,1899399,4332582,3862595,4923244,2145556,827555,,,,,,,,,,,,
2022-10-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,272669,,,908309,1899468,4333097,3865223,4919555,2145935,827555,,,,,,,,,,,,
2022-10-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,272392,,,908592,1899413,4334093,3867449,4915759,2147590,827555,,,,,,,,,,,,
2022-10-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,272418,,,908933,1900005,4335563,3870257,4908673,2150426,827555,,,,,,,,,,,,
2022-10-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,272507,,,909480,1900639,4333892,3867991,4902151,2160566,827555,,,,,,,,,,,,
2022-10-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,272934,,,909845,1901760,4331707,3878000,4900443,2153317,827555,,,,,,,,,,,,
2022-10-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,273009,,,909999,1902085,4333276,3876084,4894207,2159881,828026,,,,,,,,,,,,
2022-10-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,273085,,,910202,1902786,4333774,3876391,4891220,2162040,828026,,,,,,,,,,,,
2022-10-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,273483,,,910988,1903228,4333361,3876432,4892180,2160745,828026,,,,,,,,,,,,
2022-10-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,273464,,,911215,1903217,4332586,3876066,4897135,2157627,828026,,,,,,,,,,,,
2022-10-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,273557,,,911506,1903700,4332220,3872745,4871407,2187102,828026,,,,,,,,,,,,
2022-10-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,273289,,,911272,1903441,4332499,3866875,4886753,2179068,828026,,,,,,,,,,,,
2022-10-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,273140,,,911392,1904858,4333338,3865586,4889186,2176582,828026,,,,,,,,,,,,
2022-10-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,273107,,,911540,1905366,4334028,3863599,4881586,2185854,828026,,,,,,,,,,,,
2022-10-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,273361,,,911929,1906991,4332691,3867265,4876405,2187275,828026,,,,,,,,,,,,
2022-10-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,273755,,,912403,1906977,4332283,3868177,4878613,2184665,828026,,,,,,,,,,,,
2022-10-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,273744,,,912748,1906657,4334954,3873669,4861287,2194634,828026,,,,,,,,,,,,
2022-10-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,273896,,,913376,1907442,4337049,3871270,4867887,2187566,828026,,,,,,,,,,,,
2022-10-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,273236,,,912304,1904801,4330566,3870212,4873734,2337909,684712,,,,,,,,,,,,
2022-10-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,273256,,,912344,1905120,4330390,3869309,4882842,2331365,683712,,,,,,,,,,,,
2022-10-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,273209,,,912336,1905369,4331102,3868851,4882219,2332513,683712,,,,,,,,,,,,
2022-10-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,273798,,,912445,1905349,4331599,3869575,4874462,2339284,683712,,,,,,,,,,,,
2022-10-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,274065,,,912762,1905454,4330736,3869177,4875604,2339527,683712,,,,,,,,,,,,
2022-10-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,273909,,,912618,1904854,4331150,3866227,4871663,2347960,683712,,,,,,,,,,,,
2022-11-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,273736,,,913028,1905497,4329508,3864144,4852697,2370721,683712,,,,,,,,,,,,
2022-11-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,274029,,,913629,1906022,4331399,3858945,4856617,2369490,683712,,,,,,,,,,,,
2022-11-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,273877,,,913803,1906848,4329549,3865524,4838185,2383375,683712,,,,,,,,,,,,
2022-11-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,274247,,,914196,1907651,4329618,3868809,4789878,2428526,682712,,,,,,,,,,,,
2022-11-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,274269,,,914064,1907045,4327919,3868860,4791385,2430321,682712,,,,,,,,,,,,
2022-11-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,274630,,,914636,1907574,4330662,3862006,4792453,2432797,682712,,,,,,,,,,,,
2022-11-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,274457,,,915761,1911078,4336916,3870536,4790621,2416267,682712,,,,,,,,,,,,
2022-11-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,274849,,,917885,1915770,4339959,3879525,4765232,2423367,682712,,,,,,,,,,,,
2022-11-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,275624,,,922382,1923564,4340713,3885364,4749056,2418714,684844,,,,,,,,,,,,
2022-11-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,276507,,,928614,1933539,4342378,3891450,4744815,2396393,687521,,,,,,,,,,,,
2022-11-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,277656,,,933784,1942826,4344090,3885305,4750446,2379268,688623,,,,,,,,,,,,
2022-11-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,278324,,,938197,1950151,4347451,3882055,4692557,2424915,689423,,,,,,,,,,,,
2022-11-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,279379,,,943685,1959568,4349376,3875100,4691613,2415768,689423,,,,,,,,,,,,
2022-11-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,280576,,,949401,1968587,4359917,3869420,4675304,2410897,690623,,,,,,,,,,,,
2022-11-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,282088,,,953483,1973247,4360658,3873040,4648641,2423845,690623,,,,,,,,,,,,
2022-11-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,282891,,,955330,1975058,4359657,3877214,4637967,2429790,688623,,,,,,,,,,,,
2022-11-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,283527,,,957376,1979657,4366538,3875258,4621135,2433374,690623,,,,,,,,,,,,
2022-11-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,284238,,,958801,1982312,4364899,3860354,4624421,2442645,690623,,,,,,,,,,,,
2022-11-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,283858,,,958993,1983588,4364282,3861403,4622712,2444748,689623,,,,,,,,,,,,
2022-11-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,281804,,,958920,1986654,4365105,3862519,4625433,2440049,689623,,,,,,,,,,,,
2022-11-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,281533,,,961177,1990388,4370583,3859120,4621199,2437321,689623,,,,,,,,,,,,
2022-11-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,281324,,,963324,1993096,4370111,3861018,4603036,2450242,689623,,,,,,,,,,,,
